student_id,first_name,last_name,email,programme,mode,entry_year,entry_qualification,prior_avg_mark,created_at
197,Oliver,Fraser,vm14n4@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,62.4,2026-07-09T00:00:00Z
198,Olivia,Tanaka,tznll4@student.sunderland.ac.uk,MSc Computer Science,PT,2025,2:1,71.7,2026-07-09T00:00:00Z
199,Vikram,Kim,k7u1o6@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,International equivalent,64.9,2026-07-09T00:00:00Z
200,Layla,Hughes,vuhs59@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,62.1,2026-07-09T00:00:00Z
201,Samuel,Petrov,yvcwcn@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,53.4,2026-07-09T00:00:00Z
202,Aisha,Rahman,nbtp87@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,International equivalent,64.4,2026-07-09T00:00:00Z
203,Priya,Eze,fysiqy@student.sunderland.ac.uk,MSc Data Science,PT,2025,First,81.1,2026-07-09T00:00:00Z
204,Zainab,Taylor,olvj1f@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:1,69.4,2026-07-09T00:00:00Z
205,Amara,Burns,d0kp2a@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:1,62.6,2026-07-09T00:00:00Z
206,Yasmin,Wilson,at6cbz@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,65.4,2026-07-09T00:00:00Z
207,Isabela,Osei,k48b0y@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,73.4,2026-07-09T00:00:00Z
208,Vikram,Le,q49mjw@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,76.5,2026-07-09T00:00:00Z
209,Fatima,Petrov,kiuaah@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,70.0,2026-07-09T00:00:00Z
210,Rafael,Hussain,viuagz@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:2,53.7,2026-07-09T00:00:00Z
211,Ling,Malik,zp140w@student.sunderland.ac.uk,MSc Computer Science,PT,2025,First,77.6,2026-07-09T00:00:00Z
212,Isabela,Wright,iqz3j3@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,63.4,2026-07-09T00:00:00Z
213,Jack,Hughes,mte6ib@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,70.5,2026-07-09T00:00:00Z
214,Li,Santos,g3fnqt@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,First,78.4,2026-07-09T00:00:00Z
215,Lucy,Wright,ezy1da@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,69.7,2026-07-09T00:00:00Z
216,Divya,Hughes,bb12mb@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,2:1,57.6,2026-07-09T00:00:00Z
217,Amara,Kumar,csse9o@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,65.5,2026-07-09T00:00:00Z
218,James,Jones,uxrwoc@student.sunderland.ac.uk,MSc Data Science,PT,2025,2:1,60.4,2026-07-09T00:00:00Z
219,Hao,Popescu,duqfe4@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,63.4,2026-07-09T00:00:00Z
220,Charlotte,Singh,cvtxif@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,2:1,54.4,2026-07-09T00:00:00Z
221,Katarzyna,Nair,xjfe6p@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,83.2,2026-07-09T00:00:00Z
222,Camila,MacDonald,p9ty0u@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:2,56.9,2026-07-09T00:00:00Z
223,Ananya,Yang,cyk9b2@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,64.5,2026-07-09T00:00:00Z
224,Tunde,Liu,ylx4m1@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,71.2,2026-07-09T00:00:00Z
225,Ahmed,Brown,q9qdni@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,58.9,2026-07-09T00:00:00Z
226,Noah,Zhao,gl9sbq@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,56.1,2026-07-09T00:00:00Z
227,Arjun,Ibrahim,zqfvnr@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:2,52.2,2026-07-09T00:00:00Z
228,Hao,Huang,rxgdm5@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,International equivalent,58.4,2026-07-09T00:00:00Z
229,Yan,Muller,ysphij@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,First,69.2,2026-07-09T00:00:00Z
230,Chinedu,Garcia,nr315h@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,67.6,2026-07-09T00:00:00Z
231,George,Chen,qubeho@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,65.0,2026-07-09T00:00:00Z
232,Thomas,Adeyemi,tzby66@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,International equivalent,52.5,2026-07-09T00:00:00Z
233,Daniel,Kim,o7bgmg@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,International equivalent,57.7,2026-07-09T00:00:00Z
234,Priya,Thompson,xjnqf6@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,54.3,2026-07-09T00:00:00Z
235,Katarzyna,Mensah,aqw7lf@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,53.1,2026-07-09T00:00:00Z
236,Arjun,Zhang,daq33k@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,International equivalent,70.1,2026-07-09T00:00:00Z
237,Chiamaka,Sharma,t7rm2y@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,52.4,2026-07-09T00:00:00Z
238,Katarzyna,Smith,jye6wa@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,70.8,2026-07-09T00:00:00Z
239,Vikram,Popescu,k1vd0v@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,75.5,2026-07-09T00:00:00Z
240,Amara,Chen,yxd5ba@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,65.9,2026-07-09T00:00:00Z
241,Daniel,Khan,zl1pix@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,International equivalent,66.7,2026-07-09T00:00:00Z
242,Adaeze,Nowak,cli5t5@student.sunderland.ac.uk,MSc Applied Cybersecurity,PT,2025,2:2,57.7,2026-07-09T00:00:00Z
243,Camila,Chen,g7a1w0@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,2:1,66.2,2026-07-09T00:00:00Z
244,Olivia,Diallo,ifireg@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:2,61.6,2026-07-09T00:00:00Z
245,Hannah,Huang,an4wum@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:2,57.0,2026-07-09T00:00:00Z
246,Chinedu,Rahman,dqfg0r@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,69.4,2026-07-09T00:00:00Z
247,Samuel,Ibrahim,j1td40@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,55.8,2026-07-09T00:00:00Z
248,Sofia,Diallo,yqswcb@student.sunderland.ac.uk,MSc Computer Science,PT,2025,2:2,55.3,2026-07-09T00:00:00Z
249,Nadia,Kowalski,hsf7zj@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,61.5,2026-07-09T00:00:00Z
250,Olivia,Gupta,og926m@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,2:1,64.2,2026-07-09T00:00:00Z
251,Piotr,Johnson,jzxzgj@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,First,73.4,2026-07-09T00:00:00Z
252,Amara,Wright,qnje4v@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,60.3,2026-07-09T00:00:00Z
253,George,Evans,hejga3@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,70.9,2026-07-09T00:00:00Z
254,Jack,Liu,myts0p@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,International equivalent,52.2,2026-07-09T00:00:00Z
255,Chinedu,Evans,jxxtrn@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,67.1,2026-07-09T00:00:00Z
256,Lukas,Nguyen,qt16cy@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,International equivalent,69.6,2026-07-09T00:00:00Z
257,Wei,Silva,goinf3@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,First,73.2,2026-07-09T00:00:00Z
258,Sneha,Roberts,clofet@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:2,55.7,2026-07-09T00:00:00Z
259,Lucia,Wang,u3qxds@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,69.3,2026-07-09T00:00:00Z
260,Li,Ahmed,uuv4tc@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,69.5,2026-07-09T00:00:00Z
261,Emeka,Hussain,es7wko@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,60.9,2026-07-09T00:00:00Z
262,Charlotte,Novak,f0c6gq@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,61.8,2026-07-09T00:00:00Z
263,Jack,Mensah,tniqnr@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,First,71.8,2026-07-09T00:00:00Z
264,Nok,Eze,k2pxyq@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,60.7,2026-07-09T00:00:00Z
265,Carlos,Ali,q4czpu@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,64.3,2026-07-09T00:00:00Z
266,Isabela,Walker,vuleng@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,First,76.4,2026-07-09T00:00:00Z
267,Emeka,Nguyen,jwoyza@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,67.6,2026-07-09T00:00:00Z
268,Xin,Popescu,v6109s@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,67.7,2026-07-09T00:00:00Z
269,Rohan,Johnson,b0ptcx@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,68.8,2026-07-09T00:00:00Z
270,Matteo,Yang,kpw94d@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,International equivalent,57.4,2026-07-09T00:00:00Z
271,Vikram,Wright,t4717r@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:2,56.6,2026-07-09T00:00:00Z
272,Ethan,Wilson,x652pm@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,55.0,2026-07-09T00:00:00Z
273,Katarzyna,Yang,glb6px@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,International equivalent,58.4,2026-07-09T00:00:00Z
274,Sophie,Ahmed,n8nlzg@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,International equivalent,71.5,2026-07-09T00:00:00Z
275,Somchai,Kowalski,h1lwso@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,International equivalent,69.2,2026-07-09T00:00:00Z
276,Chiamaka,Rahman,lcy1ps@student.sunderland.ac.uk,MSc Computer Science,PT,2025,2:1,64.6,2026-07-09T00:00:00Z
277,Valentina,Zhang,faleea@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,58.1,2026-07-09T00:00:00Z
278,Jin,Park,ohxghf@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,72.4,2026-07-09T00:00:00Z
279,Layla,Wilson,x7xmy8@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,First,77.1,2026-07-09T00:00:00Z
280,Grace,Thomas,amnihu@student.sunderland.ac.uk,MSc Data Science,PT,2025,2:1,67.3,2026-07-09T00:00:00Z
281,Jin,Park,ojagrb@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,69.3,2026-07-09T00:00:00Z
282,Emeka,White,m8d0x6@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,First,76.3,2026-07-09T00:00:00Z
283,Sofia,Ibrahim,unl1qc@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,2:1,62.8,2026-07-09T00:00:00Z
284,Hannah,Nowak,jlqec8@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,63.5,2026-07-09T00:00:00Z
285,Chiamaka,Hussain,bldzdg@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,55.9,2026-07-09T00:00:00Z
286,Anh,Diallo,eocxky@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,International equivalent,63.2,2026-07-09T00:00:00Z
287,Oliver,Santos,jvwmlc@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,63.5,2026-07-09T00:00:00Z
288,Aisha,Nair,xqumso@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,63.3,2026-07-09T00:00:00Z
289,Sneha,Chen,j9mv5h@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:2,51.5,2026-07-09T00:00:00Z
290,Sophie,Lopez,en9g4r@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,68.3,2026-07-09T00:00:00Z
291,Nok,Nowak,a2e25r@student.sunderland.ac.uk,MSc Data Science,PT,2025,2:1,65.6,2026-07-09T00:00:00Z
292,Layla,Kowalski,jbss99@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,International equivalent,60.1,2026-07-09T00:00:00Z
293,Samuel,Walker,sg7mmx@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,54.5,2026-07-09T00:00:00Z
294,Ahmed,Johnson,hc780u@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,62.5,2026-07-09T00:00:00Z
295,Yusuf,Chowdhury,f5wayp@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:1,65.0,2026-07-09T00:00:00Z
296,Oliver,Hughes,iv2y0u@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,65.8,2026-07-09T00:00:00Z
297,Fatima,Wilson,vf1v00@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,66.4,2026-07-09T00:00:00Z
298,Adaeze,Pham,vi3heb@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,64.3,2026-07-09T00:00:00Z
299,Mohammed,Park,hvfxcw@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,67.8,2026-07-09T00:00:00Z
300,Miguel,Patel,gn0hmr@student.sunderland.ac.uk,MSc Computer Science,PT,2025,2:2,53.9,2026-07-09T00:00:00Z
301,Noah,Zhao,rtvx55@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:2,54.3,2026-07-09T00:00:00Z
302,Olivia,Rodriguez,gwdq1t@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,64.3,2026-07-09T00:00:00Z
303,Matteo,Doyle,fjz5d7@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,71.3,2026-07-09T00:00:00Z
304,Maya,Begum,shai8y@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,50.0,2026-07-09T00:00:00Z
305,Lucia,O'Brien,kdhl9s@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,68.5,2026-07-09T00:00:00Z
306,Sneha,Smith,ge96id@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,First,74.8,2026-07-09T00:00:00Z
307,Rafael,Lopez,o8b9zv@student.sunderland.ac.uk,MSc Cybersecurity,PT,2025,First,73.7,2026-07-09T00:00:00Z
308,Chinedu,Yang,f3um9c@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,66.2,2026-07-09T00:00:00Z
309,Olivia,Kumar,fgdoc5@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,61.7,2026-07-09T00:00:00Z
310,Noah,Nowak,uvd90v@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,54.0,2026-07-09T00:00:00Z
311,Emeka,Davies,uic6kk@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,68.9,2026-07-09T00:00:00Z
312,Xin,Sato,ucn51d@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:2,52.4,2026-07-09T00:00:00Z
313,Katarzyna,Chen,k8p2or@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,66.0,2026-07-09T00:00:00Z
314,Daniel,Ahmed,ip9xw4@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,67.1,2026-07-09T00:00:00Z
315,Tunde,Ibrahim,qy0sgw@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,75.2,2026-07-09T00:00:00Z
316,Nadia,Hussain,txch4h@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,64.3,2026-07-09T00:00:00Z
317,Linh,Hughes,s9253q@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,61.1,2026-07-09T00:00:00Z
318,Ngozi,Adeyemi,gbgoxu@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,52.1,2026-07-09T00:00:00Z
319,Miguel,Singh,qc55cx@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,International equivalent,57.5,2026-07-09T00:00:00Z
320,Yan,Jones,f9dibe@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,77.6,2026-07-09T00:00:00Z
321,Yasmin,Rodriguez,ec6y06@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,58.9,2026-07-09T00:00:00Z
322,Daniel,Gupta,kmginv@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,72.8,2026-07-09T00:00:00Z
323,Oliver,Robinson,kgo0rn@student.sunderland.ac.uk,MSc Cybersecurity,PT,2025,2:2,54.9,2026-07-09T00:00:00Z
324,Olivia,Adeyemi,u16q6a@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,PT,2025,First,79.9,2026-07-09T00:00:00Z
325,Daniel,Hussain,qms06t@student.sunderland.ac.uk,MSc Data Science,PT,2025,First,75.5,2026-07-09T00:00:00Z
326,Charlotte,Singh,twhw27@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,66.3,2026-07-09T00:00:00Z
327,Samuel,Kumar,e9qa4h@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,International equivalent,69.6,2026-07-09T00:00:00Z
328,Anna,Walker,fwd7ux@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,68.6,2026-07-09T00:00:00Z
329,Anna,Chowdhury,kl1r8l@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,66.8,2026-07-09T00:00:00Z
330,Ling,Smith,v79kda@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,55.5,2026-07-09T00:00:00Z
331,Elena,Zhao,c5hzhx@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,64.4,2026-07-09T00:00:00Z
332,Nadia,Ahmed,emrqzy@student.sunderland.ac.uk,MSc Data Science,PT,2025,2:1,58.1,2026-07-09T00:00:00Z
333,Katarzyna,Petrov,wuu056@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,First,73.2,2026-07-09T00:00:00Z
334,Mohammed,Petrov,frogee@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,International equivalent,61.1,2026-07-09T00:00:00Z
335,Rafael,Nair,lmta0d@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,First,79.1,2026-07-09T00:00:00Z
336,Anna,White,hhkljh@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,68.4,2026-07-09T00:00:00Z
337,Olivia,Gupta,rbv7qm@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,First,76.1,2026-07-09T00:00:00Z
338,Leo,Robinson,vbc803@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,64.0,2026-07-09T00:00:00Z
339,Oliver,Sharma,xmspm4@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,63.8,2026-07-09T00:00:00Z
340,Mohammed,Sato,jnnshv@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,56.1,2026-07-09T00:00:00Z
341,Grace,Doyle,ll4rn5@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,First,79.9,2026-07-09T00:00:00Z
342,Camila,Jones,dffupl@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,73.9,2026-07-09T00:00:00Z
343,Samuel,Singh,upkh5w@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,61.1,2026-07-09T00:00:00Z
344,Yasmin,White,ranirk@student.sunderland.ac.uk,MSc Data Science,PT,2025,International equivalent,76.3,2026-07-09T00:00:00Z
345,Maya,Ibrahim,zcn68l@student.sunderland.ac.uk,MSc Applied Cybersecurity,PT,2025,2:1,64.7,2026-07-09T00:00:00Z
346,Noah,Lopez,y90z4j@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,63.6,2026-07-09T00:00:00Z
347,Ahmed,Wang,k48ofh@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,73.7,2026-07-09T00:00:00Z
348,Duc,Gupta,cp20ek@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,First,77.6,2026-07-09T00:00:00Z
349,Zara,Yang,g1l721@student.sunderland.ac.uk,MSc Data Science,FT,2025,First,69.7,2026-07-09T00:00:00Z
350,Olivia,Burns,dzhjf6@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,56.6,2026-07-09T00:00:00Z
351,Ananya,Johnson,urxga9@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,First,77.5,2026-07-09T00:00:00Z
352,Maya,Malik,jekw4t@student.sunderland.ac.uk,MSc Data Science,PT,2025,2:1,71.6,2026-07-09T00:00:00Z
353,Chinedu,Johnson,c2md1t@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,73.0,2026-07-09T00:00:00Z
354,Hao,Jones,an98ds@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,2:1,54.5,2026-07-09T00:00:00Z
355,Thomas,Begum,d1cal7@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,International equivalent,63.3,2026-07-09T00:00:00Z
356,Mei,Silva,wvgv0b@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,First,69.0,2026-07-09T00:00:00Z
357,Omar,Thomas,ui26wn@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:2,55.4,2026-07-09T00:00:00Z
358,Leo,Davies,cst7gr@student.sunderland.ac.uk,MSc Data Science,PT,2025,2:1,63.7,2026-07-09T00:00:00Z
359,Maya,Petrov,k2oh32@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,2:1,69.3,2026-07-09T00:00:00Z
360,Xin,Park,dvipzg@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,First,77.0,2026-07-09T00:00:00Z
361,Maya,Eze,ne7y1f@student.sunderland.ac.uk,MSc Computer Science,PT,2025,First,74.2,2026-07-09T00:00:00Z
362,Mei,Li,blbyuv@student.sunderland.ac.uk,MSc Data Science,PT,2025,International equivalent,66.4,2026-07-09T00:00:00Z
363,Andrei,Smith,w8zd3s@student.sunderland.ac.uk,MSc Data Science,PT,2025,2:2,55.2,2026-07-09T00:00:00Z
364,Miguel,Kowalski,pmy340@student.sunderland.ac.uk,MSc Data Science,PT,2025,2:1,67.9,2026-07-09T00:00:00Z
365,Adaeze,Taylor,ur5sof@student.sunderland.ac.uk,MSc Computer Science with Data Science,PT,2025,2:1,60.5,2026-07-09T00:00:00Z
366,Ella,Rodriguez,ytmld2@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,International equivalent,67.5,2026-07-09T00:00:00Z
367,Hana,Smith,z6jehj@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,67.0,2026-07-09T00:00:00Z
368,Ngozi,Ivanov,gy89zz@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,68.0,2026-07-09T00:00:00Z
369,Yusuf,Nowak,ei81rj@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,69.0,2026-07-09T00:00:00Z
370,Diego,Rodriguez,djzdci@student.sunderland.ac.uk,MSc Computer Science,PT,2025,2:1,66.7,2026-07-09T00:00:00Z
371,Rafael,Nowak,yn1zcg@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,70.1,2026-07-09T00:00:00Z
372,Li,Chen,issiri@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,74.4,2026-07-09T00:00:00Z
373,Matteo,Fernandez,xtwy52@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,58.6,2026-07-09T00:00:00Z
374,Wei,Tran,regxla@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,64.4,2026-07-09T00:00:00Z
375,Anna,Gupta,fdu6zx@student.sunderland.ac.uk,MSc Computer Science,PT,2025,2:2,55.4,2026-07-09T00:00:00Z
376,Carlos,Abubakar,sbnf4q@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,62.9,2026-07-09T00:00:00Z
377,Noah,Santos,adhqez@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,66.5,2026-07-09T00:00:00Z
378,George,Reddy,fccpg2@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,66.9,2026-07-09T00:00:00Z
379,Ahmed,Hughes,rmplj7@student.sunderland.ac.uk,MSc Computer Science with Cyber Security,FT,2025,2:1,64.5,2026-07-09T00:00:00Z
380,Samuel,Kumar,k0tfsi@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:1,68.8,2026-07-09T00:00:00Z
381,Anh,Rahman,bkj9av@student.sunderland.ac.uk,MSc Data Science,PT,2025,International equivalent,66.4,2026-07-09T00:00:00Z
382,James,Taylor,h2ugek@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,74.0,2026-07-09T00:00:00Z
383,Vikram,Evans,y8hirm@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,2:2,52.5,2026-07-09T00:00:00Z
384,Olivia,Robinson,dotn48@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,2:1,69.0,2026-07-09T00:00:00Z
385,Yan,Jones,jb3qxk@student.sunderland.ac.uk,MSc Computer Science,FT,2025,First,74.5,2026-07-09T00:00:00Z
386,Daniel,Okafor,ns2wm8@student.sunderland.ac.uk,MSc Computer Science,FT,2025,International equivalent,69.6,2026-07-09T00:00:00Z
387,Aisha,Begum,wdq8vr@student.sunderland.ac.uk,MSc Cybersecurity,FT,2025,International equivalent,66.5,2026-07-09T00:00:00Z
388,Kwame,Tran,rz0p1i@student.sunderland.ac.uk,MSc Computer Science with Data Science,FT,2025,International equivalent,58.2,2026-07-09T00:00:00Z
389,Adaeze,Singh,ghqn6o@student.sunderland.ac.uk,MSc Applied Cybersecurity,FT,2025,First,72.6,2026-07-09T00:00:00Z
390,Zainab,Thomas,bpdnn9@student.sunderland.ac.uk,MSc Data Science,FT,2025,International equivalent,70.9,2026-07-09T00:00:00Z
391,Chinedu,Ali,jligao@student.sunderland.ac.uk,MSc Data Science,FT,2025,2:1,62.6,2026-07-09T00:00:00Z
392,Jun,Nowak,r7v8xs@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,62.8,2026-07-09T00:00:00Z
393,Linh,Li,firnv6@student.sunderland.ac.uk,MSc Computer Science,FT,2025,2:1,63.4,2026-07-09T00:00:00Z
